기준_년분기_코드,자치구_코드,자치구_코드_명,서비스_업종_코드,서비스_업종_코드_명,전체_점포_수,일반_점포_수,프랜차이즈_점포_수,개업_율,개업_점포_수,폐업_률,폐업_점포_수
20253,11560,영등포구,CS300010,반찬가게,578,558,20,3.1,18,1.6,9
20253,11560,영등포구,CS300009,청과상,523,523,0,2.1,11,2.3,12
20253,11560,영등포구,CS300008,수산물판매,180,179,1,0.6,1,1.7,3
20253,11560,영등포구,CS300007,육류판매,231,230,1,3,7,2.6,6
20253,11560,영등포구,CS300006,미곡판매,118,118,0,1.7,2,1.7,2
20253,11560,영등포구,CS300005,주류도매,37,37,0,0,0,0,0
20253,11560,영등포구,CS300004,핸드폰,278,274,4,0.7,2,1.1,3
20253,11560,영등포구,CS300003,컴퓨터및주변장치판매,604,603,1,0.5,3,1.5,9
20253,11560,영등포구,CS300002,편의점,469,160,309,3.2,15,4.9,23
20253,11560,영등포구,CS300001,슈퍼마켓,716,519,197,4.3,31,3.4,24
20253,11560,영등포구,CS200047,가정용품임대,61,60,1,0,0,1.6,1
20253,11560,영등포구,CS200046,의류임대,11,11,0,0,0,0,0
20253,11560,영등포구,CS200045,비디오/서적임대,8,7,1,0,0,0,0
20253,11560,영등포구,CS200044,여행사,388,388,0,0.3,1,3.4,13
20253,11560,영등포구,CS200043,건축물청소,255,253,2,0,0,2,5
20253,11560,영등포구,CS200042,통번역서비스,131,131,0,0,0,1.5,2
20253,11560,영등포구,CS200041,사진관,244,238,6,2.9,7,1.6,4
20253,11560,영등포구,CS200040,녹음실,70,70,0,1.4,1,0,0
20253,11560,영등포구,CS200039,DVD방,16,16,0,37.5,6,0,0
20253,11560,영등포구,CS200038,독서실,124,106,18,4,5,5.6,7
20253,11560,영등포구,CS200037,노래방,336,327,9,3.6,12,3.3,11
20253,11560,영등포구,CS200036,고시원,8,8,0,0,0,12.5,1
20253,11560,영등포구,CS200035,게스트하우스,24,24,0,0,0,4.2,1
20253,11560,영등포구,CS200034,여관,245,245,0,3.7,9,3.7,9
20253,11560,영등포구,CS200033,부동산중개업,1798,1797,1,0.2,3,2.2,40
20253,11560,영등포구,CS200032,가전제품수리,126,126,0,1.6,2,0.8,1
20253,11560,영등포구,CS200031,세탁소,233,196,37,2.6,6,0.9,2
20253,11560,영등포구,CS200030,피부관리실,444,432,12,6.3,28,4.3,19
20253,11560,영등포구,CS200029,네일숍,161,156,5,0,0,1.2,2
20253,11560,영등포구,CS200028,미용실,862,786,76,1.4,12,1.3,11
20253,11560,영등포구,CS200027,모터사이클수리,33,33,0,0,0,0,0
20253,11560,영등포구,CS200026,자동차미용,106,101,5,2.8,3,3.8,4
20253,11560,영등포구,CS200025,자동차수리,264,246,18,0.4,1,0.8,2
20253,11560,영등포구,CS200024,스포츠클럽,284,271,13,20.8,59,2.5,7
20253,11560,영등포구,CS200023,통신기기수리,31,31,0,0,0,3.2,1
20253,11560,영등포구,CS200022,복권방,65,65,0,0,0,0,0
20253,11560,영등포구,CS200021,기타오락장,84,74,10,0,0,3.6,3
20253,11560,영등포구,CS200020,전자게임장,15,15,0,0,0,20,3
20253,11560,영등포구,CS200019,PC방,56,48,8,0,0,7.1,4
20253,11560,영등포구,CS200018,볼링장,7,7,0,0,0,0,0
20253,11560,영등포구,CS200017,골프연습장,109,98,11,2.8,3,1.8,2
20253,11560,영등포구,CS200016,당구장,192,190,2,5.2,10,2.6,5
20253,11560,영등포구,CS200015,세무사사무소,528,528,0,0,0,1.5,8
20253,11560,영등포구,CS200014,회계사사무소,113,113,0,0.9,1,0.9,1
20253,11560,영등포구,CS200013,기타법무서비스,268,268,0,0.4,1,1.5,4
20253,11560,영등포구,CS200012,법무사사무소,76,76,0,3.9,3,1.3,1
20253,11560,영등포구,CS200011,변리사사무소,22,22,0,0,0,0,0
20253,11560,영등포구,CS200010,변호사사무소,115,115,0,1.7,2,0.9,1
20253,11560,영등포구,CS200009,동물병원,40,40,0,0,0,0,0
20253,11560,영등포구,CS200008,한의원,158,158,0,1.3,2,1.3,2
20253,11560,영등포구,CS200007,치과의원,233,233,0,2.1,5,1.7,4
20253,11560,영등포구,CS200006,일반의원,468,468,0,2.6,12,0.6,3
20253,11560,영등포구,CS200005,스포츠 강습,386,377,9,7,27,4.1,16
20253,11560,영등포구,CS200004,컴퓨터학원,15,15,0,0,0,0,0
20253,11560,영등포구,CS200003,예술학원,406,381,25,2,8,2.7,11
20253,11560,영등포구,CS200002,외국어학원,89,84,5,6.7,6,4.5,4
20253,11560,영등포구,CS200001,일반교습학원,779,705,74,1.4,11,2.6,20
20253,11560,영등포구,CS100010,커피-음료,1420,983,437,3.7,53,4,57
20253,11560,영등포구,CS100009,호프-간이주점,862,782,80,3.9,34,4.8,41
20253,11560,영등포구,CS100008,분식전문점,529,398,131,4.3,23,4.5,24
20253,11560,영등포구,CS100007,치킨전문점,263,89,174,1.9,5,1.5,4
20253,11560,영등포구,CS100006,패스트푸드점,313,147,166,3.5,11,6.7,21
20253,11560,영등포구,CS100005,제과점,321,229,92,4,13,3.7,12
20253,11560,영등포구,CS100004,양식음식점,340,302,38,1.5,5,3.8,13
20253,11560,영등포구,CS100003,일식음식점,400,346,54,0.8,3,3,12
20253,11560,영등포구,CS100002,중식음식점,664,613,51,4.5,30,5.9,39
20253,11560,영등포구,CS100001,한식음식점,3349,2944,405,3.6,120,2.9,98
20253,11545,금천구,CS300043,전자상거래업,610,609,1,0,0,2.5,15
20253,11545,금천구,CS300042,주유소,27,27,0,0,0,3.7,1
20253,11545,금천구,CS300041,예술품,12,12,0,8.3,1,0,0
20253,11545,금천구,CS300040,재생용품 판매점,50,50,0,0,0,0,0
20253,11545,금천구,CS300039,모터사이클및부품,27,27,0,3.7,1,0,0
20253,11545,금천구,CS300038,자동차부품,139,139,0,0,0,4.3,6
20253,11545,금천구,CS300037,중고차판매,17,17,0,0,0,11.8,2
20253,11545,금천구,CS300036,조명용품,978,977,1,0,0,1,10
20253,11545,금천구,CS300035,인테리어,158,158,0,0.6,1,1.3,2
20253,11545,금천구,CS300034,악기,13,13,0,0,0,0,0
20253,11545,금천구,CS300033,철물점,82,82,0,4.9,4,1.2,1
20253,11545,금천구,CS300032,가전제품,82,82,0,3.7,3,0,0
20253,11545,금천구,CS300031,가구,94,94,0,1.1,1,1.1,1
20253,11545,금천구,CS300030,중고가구,1,1,0,0,0,0,0
20253,11545,금천구,CS300029,애완동물,70,65,5,8.6,6,4.3,3
20253,11545,금천구,CS300028,화초,75,75,0,1.3,1,0,0
20253,11545,금천구,CS300027,섬유제품,92,92,0,3.3,3,1.1,1
20253,11545,금천구,CS300026,완구,38,37,1,7.9,3,0,0
20253,11545,금천구,CS300025,자전거 및 기타운송장비,19,19,0,5.3,1,0,0
20253,11545,금천구,CS300024,운동/경기용품,187,185,2,0.5,1,3.7,7
20253,11545,금천구,CS300023,미용재료,43,43,0,2.3,1,2.3,1
20253,11545,금천구,CS300022,화장품,609,586,23,1.3,8,2,12
20253,11545,금천구,CS300021,문구,184,174,10,1.1,2,2.2,4
20253,11545,금천구,CS300020,서적,114,114,0,0.9,1,3.5,4
20253,11545,금천구,CS300019,의료기기,181,180,1,0,0,2.2,4
20253,11545,금천구,CS300018,의약품,249,235,14,3.6,9,2.8,7
20253,11545,금천구,CS300017,시계및귀금속,81,74,7,0,0,0,0
20253,11545,금천구,CS300016,안경,49,35,14,0,0,0,0
20253,11545,금천구,CS300015,가방,86,86,0,4.7,4,1.2,1
20253,11545,금천구,CS300014,신발,148,143,5,0,0,4.1,6
20253,11545,금천구,CS300013,유아의류,57,56,1,3.5,2,7,4
20253,11545,금천구,CS300012,한복점,3,3,0,33.3,1,0,0
20253,11545,금천구,CS300011,일반의류,1449,1447,2,0.6,8,2.2,32
20253,11545,금천구,CS300010,반찬가게,352,344,8,4.3,15,2.6,9
20253,11545,금천구,CS300009,청과상,190,190,0,1.1,2,1.1,2
20253,11545,금천구,CS300008,수산물판매,115,113,2,0.9,1,0.9,1
20253,11545,금천구,CS300007,육류판매,487,486,1,1.6,8,0.8,4
20253,11545,금천구,CS300006,미곡판매,44,44,0,0,0,2.3,1
20253,11545,금천구,CS300005,주류도매,20,20,0,0,0,5,1
20253,11545,금천구,CS300004,핸드폰,228,225,3,1.3,3,0.9,2
20253,11545,금천구,CS300003,컴퓨터및주변장치판매,689,689,0,0.7,5,0.7,5
20253,11545,금천구,CS300002,편의점,270,52,218,1.1,3,2.2,6
20253,11545,금천구,CS300001,슈퍼마켓,406,299,107,6.4,26,2,8
20253,11545,금천구,CS200047,가정용품임대,50,50,0,0,0,6,3
20253,11545,금천구,CS200046,의류임대,5,5,0,0,0,20,1
20253,11545,금천구,CS200045,비디오/서적임대,3,3,0,0,0,0,0
20253,11545,금천구,CS200044,여행사,168,168,0,1.2,2,3,5
20253,11545,금천구,CS200043,건축물청소,223,222,1,0,0,0.4,1
20253,11545,금천구,CS200042,통번역서비스,85,85,0,0,0,1.2,1
20253,11545,금천구,CS200041,사진관,109,109,0,1.8,2,1.8,2
20253,11545,금천구,CS200040,녹음실,10,10,0,0,0,0,0
20253,11545,금천구,CS200039,DVD방,7,7,0,57.1,4,0,0
20253,11545,금천구,CS200038,독서실,52,44,8,0,0,1.9,1
20253,11545,금천구,CS200037,노래방,190,186,4,3.2,6,0.5,1
20253,11545,금천구,CS200035,게스트하우스,3,3,0,0,0,0,0
20253,11545,금천구,CS200034,여관,80,79,1,3.8,3,6.3,5
20253,11545,금천구,CS200033,부동산중개업,1415,1414,1,0.1,1,1.2,17
20253,11545,금천구,CS200032,가전제품수리,120,120,0,4.2,5,0,0
20253,11545,금천구,CS200031,세탁소,165,136,29,3.6,6,0,0
20253,11545,금천구,CS200030,피부관리실,176,173,3,9.7,17,3.4,6
20253,11545,금천구,CS200029,네일숍,94,91,3,0,0,2.1,2
20253,11545,금천구,CS200028,미용실,555,524,31,0.9,5,1.6,9
20253,11545,금천구,CS200027,모터사이클수리,22,21,1,0,0,0,0
20253,11545,금천구,CS200026,자동차미용,59,55,4,5.1,3,5.1,3
20253,11545,금천구,CS200025,자동차수리,173,158,15,1.7,3,1.7,3
20253,11545,금천구,CS200024,스포츠클럽,115,104,11,18.3,21,1.7,2
20253,11545,금천구,CS200023,통신기기수리,45,45,0,2.2,1,4.4,2
20253,11545,금천구,CS200022,복권방,31,31,0,0,0,0,0
20253,11545,금천구,CS200021,기타오락장,39,35,4,5.1,2,0,0
20253,11545,금천구,CS200020,전자게임장,12,12,0,0,0,0,0
20253,11545,금천구,CS200019,PC방,35,33,2,2.9,1,8.6,3
20253,11545,금천구,CS200018,볼링장,4,4,0,0,0,0,0
20253,11545,금천구,CS200017,골프연습장,61,56,5,1.6,1,3.3,2
20253,11545,금천구,CS200016,당구장,108,107,1,5.6,6,5.6,6
20253,11545,금천구,CS200015,세무사사무소,345,345,0,0.3,1,0,0
20253,11545,금천구,CS200014,회계사사무소,50,50,0,6,3,0,0
20253,11545,금천구,CS200013,기타법무서비스,100,100,0,0,0,3,3
20253,11545,금천구,CS200012,법무사사무소,42,42,0,0,0,0,0
20253,11545,금천구,CS200011,변리사사무소,57,57,0,0,0,3.5,2
20253,11545,금천구,CS200010,변호사사무소,21,21,0,0,0,4.8,1
20253,11545,금천구,CS200009,동물병원,16,15,1,0,0,0,0
20253,11545,금천구,CS200008,한의원,77,77,0,2.6,2,2.6,2
20253,11545,금천구,CS200007,치과의원,107,107,0,0,0,0,0
20253,11545,금천구,CS200006,일반의원,196,196,0,1.5,3,0.5,1
20253,11545,금천구,CS200005,스포츠 강습,149,138,11,2,3,2.7,4
20253,11545,금천구,CS200004,컴퓨터학원,16,16,0,0,0,18.8,3
20253,11545,금천구,CS200003,예술학원,179,174,5,2.8,5,2.2,4
20253,11545,금천구,CS200002,외국어학원,35,35,0,0,0,0,0
20253,11545,금천구,CS200001,일반교습학원,422,376,46,0.9,4,2.1,9
20253,11545,금천구,CS100010,커피-음료,678,414,264,4.4,30,5.6,38
20253,11545,금천구,CS100009,호프-간이주점,430,383,47,4.2,18,4.4,19
20253,11545,금천구,CS100008,분식전문점,326,230,96,4.6,15,4.3,14
20253,11545,금천구,CS100007,치킨전문점,178,68,110,5.6,10,7.3,13
20253,11545,금천구,CS100006,패스트푸드점,142,52,90,3.5,5,4.2,6
20253,11545,금천구,CS100005,제과점,136,102,34,2.2,3,4.4,6
20253,11545,금천구,CS100004,양식음식점,98,81,17,3.1,3,8.2,8
20253,11545,금천구,CS100003,일식음식점,122,97,25,2.5,3,6.6,8
20253,11545,금천구,CS100002,중식음식점,260,224,36,2.7,7,5.8,15
20253,11545,금천구,CS100001,한식음식점,1703,1434,269,3.9,66,4.9,83
20253,11530,구로구,CS300043,전자상거래업,747,746,1,0,0,2.8,21
20253,11530,구로구,CS300042,주유소,39,39,0,0,0,2.6,1
20253,11530,구로구,CS300041,예술품,33,33,0,3,1,3,1
20253,11530,구로구,CS300040,재생용품 판매점,72,72,0,0,0,1.4,1
20253,11530,구로구,CS300039,모터사이클및부품,20,20,0,5,1,15,3
20253,11530,구로구,CS300038,자동차부품,150,150,0,0.7,1,0,0
20253,11530,구로구,CS300037,중고차판매,13,13,0,0,0,7.7,1
20253,11530,구로구,CS300036,조명용품,3237,3236,1,0.2,6,1.1,35
20253,11530,구로구,CS300035,인테리어,200,200,0,1,2,0.5,1
20253,11530,구로구,CS300034,악기,19,19,0,5.3,1,5.3,1
20253,11530,구로구,CS300033,철물점,112,112,0,1.8,2,0,0
20253,11530,구로구,CS300032,가전제품,129,129,0,1.6,2,2.3,3
20253,11530,구로구,CS300031,가구,130,130,0,0,0,0.8,1
20253,11530,구로구,CS300030,중고가구,4,4,0,0,0,0,0
20253,11530,구로구,CS300029,애완동물,77,68,9,2.6,2,2.6,2
20253,11530,구로구,CS300028,화초,135,135,0,0.7,1,2.2,3
20253,11530,구로구,CS300027,섬유제품,105,105,0,1.9,2,1.9,2
20253,11530,구로구,CS300026,완구,39,38,1,0,0,0,0
20253,11530,구로구,CS300025,자전거 및 기타운송장비,32,32,0,3.1,1,0,0
20253,11530,구로구,CS300024,운동/경기용품,119,119,0,2.5,3,5,6
20253,11530,구로구,CS300023,미용재료,69,69,0,1.4,1,0,0
20253,11530,구로구,CS300022,화장품,585,555,30,1.5,9,2.6,15
20253,11530,구로구,CS300021,문구,181,165,16,1.1,2,4.4,8
20253,11530,구로구,CS300020,서적,172,170,2,1.2,2,1.2,2
20253,11530,구로구,CS300019,의료기기,168,168,0,0,0,0.6,1
20253,11530,구로구,CS300018,의약품,324,304,20,1.5,5,0.9,3
20253,11530,구로구,CS300017,시계및귀금속,119,117,2,0,0,0.8,1
20253,11530,구로구,CS300016,안경,85,57,28,1.2,1,4.7,4
20253,11530,구로구,CS300015,가방,97,97,0,0,0,4.1,4
20253,11530,구로구,CS300014,신발,118,114,4,0,0,3.4,4
20253,11530,구로구,CS300013,유아의류,81,76,5,1.2,1,6.2,5
20253,11530,구로구,CS300012,한복점,15,15,0,0,0,0,0
20253,11530,구로구,CS300011,일반의류,1128,1127,1,1.3,15,3.8,43
20253,11530,구로구,CS300010,반찬가게,402,391,11,2.5,10,2.5,10
20253,11530,구로구,CS300009,청과상,231,229,2,2.2,5,4.8,11
20253,11530,구로구,CS300008,수산물판매,129,128,1,0,0,4.7,6
20253,11530,구로구,CS300007,육류판매,202,202,0,4,8,3,6
20253,11530,구로구,CS300006,미곡판매,93,93,0,3.2,3,1.1,1
20253,11530,구로구,CS300005,주류도매,47,47,0,0,0,2.1,1
20253,11530,구로구,CS300004,핸드폰,506,504,2,0.2,1,3.6,18
20253,11530,구로구,CS300003,컴퓨터및주변장치판매,528,528,0,0.6,3,2.1,11
20253,11530,구로구,CS300002,편의점,358,109,249,1.1,4,3.9,14
20253,11530,구로구,CS300001,슈퍼마켓,620,483,137,4.2,26,3.4,21
20253,11530,구로구,CS200047,가정용품임대,45,45,0,0,0,0,0
20253,11530,구로구,CS200046,의류임대,16,16,0,0,0,0,0
20253,11530,구로구,CS200045,비디오/서적임대,8,8,0,0,0,0,0
20253,11530,구로구,CS200044,여행사,214,214,0,1.4,3,1.9,4
20253,11530,구로구,CS200043,건축물청소,243,235,8,0,0,2.5,6
20253,11530,구로구,CS200042,통번역서비스,60,60,0,0,0,1.7,1
20253,11530,구로구,CS200041,사진관,161,159,2,1.2,2,3.1,5
20253,11530,구로구,CS200040,녹음실,14,14,0,0,0,0,0
20253,11530,구로구,CS200039,DVD방,12,12,0,50,6,0,0
20253,11530,구로구,CS200038,독서실,102,85,17,2,2,1,1
20253,11530,구로구,CS200037,노래방,301,293,8,3.3,10,2.3,7
20253,11530,구로구,CS200036,고시원,1,1,0,0,0,0,0
20253,11530,구로구,CS200035,게스트하우스,8,8,0,0,0,12.5,1
20253,11530,구로구,CS200034,여관,151,150,1,2,3,1.3,2
20253,11530,구로구,CS200033,부동산중개업,1171,1171,0,0.2,2,1.5,18
20253,11530,구로구,CS200032,가전제품수리,156,155,1,0.6,1,0,0
20253,11530,구로구,CS200031,세탁소,217,177,40,2.8,6,1.8,4
20253,11530,구로구,CS200030,피부관리실,340,334,6,7.4,25,3.8,13
20253,11530,구로구,CS200029,네일숍,168,161,7,0,0,0,0
20253,11530,구로구,CS200028,미용실,834,769,65,1.2,10,2,17
20253,11530,구로구,CS200027,모터사이클수리,27,27,0,0,0,0,0
20253,11530,구로구,CS200026,자동차미용,84,78,6,2.4,2,2.4,2
20253,11530,구로구,CS200025,자동차수리,171,157,14,0.6,1,1.8,3
20253,11530,구로구,CS200024,스포츠클럽,174,170,4,12.6,22,1.7,3
20253,11530,구로구,CS200023,통신기기수리,23,23,0,0,0,0,0
20253,11530,구로구,CS200022,복권방,55,55,0,1.8,1,0,0
20253,11530,구로구,CS200021,기타오락장,51,48,3,0,0,0,0
20253,11530,구로구,CS200020,전자게임장,14,13,1,0,0,0,0
20253,11530,구로구,CS200019,PC방,59,53,6,1.7,1,5.1,3
20253,11530,구로구,CS200018,볼링장,6,6,0,0,0,0,0
20253,11530,구로구,CS200017,골프연습장,85,81,4,1.2,1,5.9,5
20253,11530,구로구,CS200016,당구장,132,131,1,2.3,3,5.3,7
20253,11530,구로구,CS200015,세무사사무소,201,201,0,0,0,0,0
20253,11530,구로구,CS200014,회계사사무소,56,56,0,1.8,1,1.8,1
20253,11530,구로구,CS200013,기타법무서비스,136,136,0,0,0,3.7,5
20253,11530,구로구,CS200012,법무사사무소,51,51,0,0,0,0,0
20253,11530,구로구,CS200011,변리사사무소,26,26,0,0,0,0,0
20253,11530,구로구,CS200010,변호사사무소,47,47,0,2.1,1,0,0
20253,11530,구로구,CS200009,동물병원,34,33,1,0,0,0,0
20253,11530,구로구,CS200008,한의원,126,126,0,2.4,3,0.8,1
20253,11530,구로구,CS200007,치과의원,172,172,0,0.6,1,1.7,3
20253,11530,구로구,CS200006,일반의원,344,344,0,1.5,5,0,0
20253,11530,구로구,CS200005,스포츠 강습,297,292,5,4,12,2.7,8
20253,11530,구로구,CS200004,컴퓨터학원,26,26,0,0,0,0,0
20253,11530,구로구,CS200003,예술학원,360,347,13,1.4,5,2.2,8
20253,11530,구로구,CS200002,외국어학원,87,86,1,2.3,2,0,0
20253,11530,구로구,CS200001,일반교습학원,803,718,85,1,8,0.7,6
20253,11530,구로구,CS100010,커피-음료,753,478,275,2.8,21,5.6,42
20253,11530,구로구,CS100009,호프-간이주점,672,587,85,3.7,25,4.6,31
20253,11530,구로구,CS100008,분식전문점,463,341,122,4.3,20,3.5,16
20253,11530,구로구,CS100007,치킨전문점,257,75,182,3.5,9,3.1,8
20253,11530,구로구,CS100006,패스트푸드점,188,78,110,3.2,6,2.1,4
20253,11530,구로구,CS100005,제과점,204,127,77,2,4,3.4,7
20253,11530,구로구,CS100004,양식음식점,127,92,35,3.9,5,10.2,13
20253,11530,구로구,CS100003,일식음식점,170,139,31,1.8,3,5.3,9
20253,11530,구로구,CS100002,중식음식점,404,377,27,2.7,11,5.7,23
20253,11530,구로구,CS100001,한식음식점,2135,1857,278,4.4,95,4.2,89
20253,11500,강서구,CS300043,전자상거래업,1150,1150,0,0,0,3.7,42
20253,11500,강서구,CS300042,주유소,72,72,0,0,0,2.8,2
20253,11500,강서구,CS300041,예술품,26,26,0,3.8,1,0,0
20253,11500,강서구,CS300040,재생용품 판매점,82,82,0,0,0,1.2,1
20253,11500,강서구,CS300039,모터사이클및부품,35,35,0,5.7,2,2.9,1
20253,11500,강서구,CS300038,자동차부품,189,188,1,1.1,2,1.1,2
20253,11500,강서구,CS300037,중고차판매,207,207,0,1.9,4,2.4,5
20253,11500,강서구,CS300036,조명용품,354,354,0,0.3,1,1.7,6
20253,11500,강서구,CS300035,인테리어,213,213,0,1.4,3,1.4,3
20253,11500,강서구,CS300034,악기,19,19,0,0,0,5.3,1
20253,11500,강서구,CS300033,철물점,102,102,0,3.9,4,2.9,3
20253,11500,강서구,CS300032,가전제품,107,107,0,0,0,1.9,2
20253,11500,강서구,CS300031,가구,145,145,0,0.7,1,2.1,3
20253,11500,강서구,CS300030,중고가구,1,1,0,0,0,0,0
20253,11500,강서구,CS300029,애완동물,186,174,12,8.6,16,4.3,8
20253,11500,강서구,CS300028,화초,234,234,0,1.7,4,2.1,5
20253,11500,강서구,CS300027,섬유제품,136,136,0,4.4,6,2.2,3
20253,11500,강서구,CS300026,완구,75,75,0,5.3,4,4,3
20253,11500,강서구,CS300025,자전거 및 기타운송장비,41,41,0,0,0,2.4,1
20253,11500,강서구,CS300024,운동/경기용품,185,185,0,2.7,5,1.1,2
20253,11500,강서구,CS300023,미용재료,67,67,0,7.5,5,1.5,1
20253,11500,강서구,CS300022,화장품,740,705,35,2.6,19,2.7,20
20253,11500,강서구,CS300021,문구,253,233,20,2.4,6,1.2,3
20253,11500,강서구,CS300020,서적,216,213,3,1.4,3,1.4,3
20253,11500,강서구,CS300019,의료기기,243,241,2,0,0,0.4,1
20253,11500,강서구,CS300018,의약품,469,440,29,1.9,9,1.1,5
20253,11500,강서구,CS300017,시계및귀금속,118,110,8,0.8,1,2.5,3
20253,11500,강서구,CS300016,안경,131,88,43,2.3,3,3.8,5
20253,11500,강서구,CS300015,가방,96,95,1,3.1,3,2.1,2
20253,11500,강서구,CS300014,신발,139,134,5,0.7,1,2.9,4
20253,11500,강서구,CS300013,유아의류,85,78,7,1.2,1,2.4,2
20253,11500,강서구,CS300012,한복점,7,7,0,14.3,1,0,0
20253,11500,강서구,CS300011,일반의류,1405,1400,5,1.8,25,2,28
20253,11500,강서구,CS300010,반찬가게,577,557,20,3.3,19,3.8,22
20253,11500,강서구,CS300009,청과상,701,701,0,1.1,8,0.7,5
20253,11500,강서구,CS300008,수산물판매,288,283,5,1,3,1.4,4
20253,11500,강서구,CS300007,육류판매,268,267,1,4.1,11,4.1,11
20253,11500,강서구,CS300006,미곡판매,84,84,0,0,0,4.8,4
20253,11500,강서구,CS300005,주류도매,39,39,0,0,0,0,0
20253,11500,강서구,CS300004,핸드폰,334,330,4,1.2,4,1.2,4
20253,11500,강서구,CS300003,컴퓨터및주변장치판매,388,388,0,1,4,1.3,5
20253,11500,강서구,CS300002,편의점,511,156,355,2.9,15,5.5,28
20253,11500,강서구,CS300001,슈퍼마켓,649,436,213,4.2,27,2.2,14
20253,11500,강서구,CS200047,가정용품임대,67,67,0,1.5,1,4.5,3
20253,11500,강서구,CS200046,의류임대,21,21,0,0,0,0,0
20253,11500,강서구,CS200045,비디오/서적임대,10,9,1,0,0,0,0
20253,11500,강서구,CS200044,여행사,368,368,0,0.5,2,1.9,7
20253,11500,강서구,CS200043,건축물청소,400,392,8,0,0,1.5,6
20253,11500,강서구,CS200042,통번역서비스,72,72,0,1.4,1,1.4,1
20253,11500,강서구,CS200041,사진관,287,283,4,2.4,7,2.1,6
20253,11500,강서구,CS200040,녹음실,43,43,0,0,0,0,0
20253,11500,강서구,CS200039,DVD방,28,28,0,28.6,8,0,0
20253,11500,강서구,CS200038,독서실,169,141,28,2.4,4,3.6,6
20253,11500,강서구,CS200037,노래방,330,315,15,2.4,8,3.9,13
20253,11500,강서구,CS200036,고시원,1,1,0,0,0,0,0
20253,11500,강서구,CS200035,게스트하우스,22,22,0,0,0,0,0
20253,11500,강서구,CS200034,여관,146,146,0,2.7,4,3.4,5
20253,11500,강서구,CS200033,부동산중개업,1929,1925,4,0.2,4,2.3,45
20253,11500,강서구,CS200032,가전제품수리,191,191,0,2.1,4,2.6,5
20253,11500,강서구,CS200031,세탁소,371,302,69,2.2,8,1.1,4
20253,11500,강서구,CS200030,피부관리실,762,744,18,6.2,47,2.9,22
20253,11500,강서구,CS200029,네일숍,304,298,6,0,0,1.3,4
20253,11500,강서구,CS200028,미용실,1240,1140,100,1.9,23,1.5,18
20253,11500,강서구,CS200027,모터사이클수리,18,18,0,0,0,5.6,1
20253,11500,강서구,CS200026,자동차미용,135,125,10,0.7,1,1.5,2
20253,11500,강서구,CS200025,자동차수리,296,256,40,1,3,0.7,2
20253,11500,강서구,CS200024,스포츠클럽,377,357,20,18.3,69,1.9,7
20253,11500,강서구,CS200023,통신기기수리,30,30,0,10,3,3.3,1
20253,11500,강서구,CS200022,복권방,62,62,0,0,0,0,0
20253,11500,강서구,CS200021,기타오락장,66,60,6,4.5,3,3,2
20253,11500,강서구,CS200020,전자게임장,14,14,0,0,0,7.1,1
20253,11500,강서구,CS200019,PC방,67,54,13,0,0,9,6
20253,11500,강서구,CS200018,볼링장,12,12,0,0,0,8.3,1
20253,11500,강서구,CS200017,골프연습장,131,119,12,1.5,2,3.1,4
20253,11500,강서구,CS200016,당구장,214,209,5,4.7,10,2.8,6
20253,11500,강서구,CS200015,세무사사무소,359,359,0,0.6,2,0,0
20253,11500,강서구,CS200014,회계사사무소,34,34,0,0,0,0,0
20253,11500,강서구,CS200013,기타법무서비스,106,106,0,0.9,1,0,0
20253,11500,강서구,CS200012,법무사사무소,72,72,0,2.8,2,0,0
20253,11500,강서구,CS200011,변리사사무소,18,18,0,0,0,5.6,1
20253,11500,강서구,CS200010,변호사사무소,32,32,0,3.1,1,0,0
20253,11500,강서구,CS200009,동물병원,56,54,2,1.8,1,0,0
20253,11500,강서구,CS200008,한의원,201,201,0,2,4,1.5,3
20253,11500,강서구,CS200007,치과의원,244,244,0,0.4,1,0.4,1
20253,11500,강서구,CS200006,일반의원,546,546,0,2.7,15,0.4,2
20253,11500,강서구,CS200005,스포츠 강습,533,520,13,5.3,28,2.4,13
20253,11500,강서구,CS200004,컴퓨터학원,15,15,0,0,0,6.7,1
20253,11500,강서구,CS200003,예술학원,588,560,28,2.9,17,2.7,16
20253,11500,강서구,CS200002,외국어학원,121,114,7,6.6,8,3.3,4
20253,11500,강서구,CS200001,일반교습학원,1419,1263,156,2.1,30,2.1,30
20253,11500,강서구,CS100010,커피-음료,1272,889,383,5,64,5.3,68
20253,11500,강서구,CS100009,호프-간이주점,845,738,107,3.3,28,4.5,38
20253,11500,강서구,CS100008,분식전문점,629,483,146,2.9,18,4.9,31
20253,11500,강서구,CS100007,치킨전문점,345,113,232,4.6,16,4.6,16
20253,11500,강서구,CS100006,패스트푸드점,345,133,212,3.5,12,7.2,25
20253,11500,강서구,CS100005,제과점,385,273,112,3.6,14,2.9,11
20253,11500,강서구,CS100004,양식음식점,273,225,48,2.9,8,7.7,21
20253,11500,강서구,CS100003,일식음식점,320,253,67,2.2,7,7.2,23
20253,11500,강서구,CS100002,중식음식점,300,244,56,6,18,5,15
20253,11500,강서구,CS100001,한식음식점,3099,2631,468,4.5,140,4.7,145
20253,11470,양천구,CS300043,전자상거래업,639,638,1,0,0,2.8,18
20253,11470,양천구,CS300042,주유소,50,50,0,4,2,4,2
