상권명,상권유형,업종,20254_전체점포수,20254_개업수,20254_폐업수,20254실제,20261실제,20261예측,오차
신대방삼거리역,발달상권,일식음식점,7,0,0,0,0.0,3.49,3.49
신도림역,발달상권,일식음식점,20,0,1,5,5.0,4.45,-0.55
신림역(신림),발달상권,일식음식점,18,1,0,0,6.0,4.63,-1.37
신사역,발달상권,일식음식점,35,0,0,0,3.0,5.03,2.03
신설동역,발달상권,일식음식점,9,1,0,0,29.0,4.16,-24.84
신용산역(용산역),발달상권,일식음식점,47,0,5,11,2.0,5.24,3.24
신정네거리역,발달상권,일식음식점,5,1,0,0,0.0,4.01,4.01
"신촌역(신촌역, 신촌로터리)",발달상권,일식음식점,61,0,2,3,5.0,5.56,0.56
아차산역,발달상권,일식음식점,7,0,0,0,0.0,3.51,3.51
안암역,발달상권,일식음식점,4,0,0,0,0.0,3.03,3.03
암사역,발달상권,일식음식점,5,0,0,0,0.0,3.2,3.2
압구정로데오역(압구정로데오),발달상권,일식음식점,42,1,3,7,5.0,5.24,0.24
압구정역,발달상권,일식음식점,33,0,0,0,6.0,4.97,-1.03
약수역,발달상권,일식음식점,10,0,0,0,0.0,3.84,3.84
"양재시민의숲역(양재동꽃시장, aT센터)",발달상권,일식음식점,6,0,0,0,0.0,3.36,3.36
양재역,발달상권,일식음식점,30,0,0,0,0.0,4.88,4.88
양재천카페거리,발달상권,일식음식점,1,0,0,0,0.0,2.09,2.09
양재화물트럭터미널앞,발달상권,일식음식점,2,0,0,0,0.0,2.5,2.5
양평역,발달상권,일식음식점,1,0,0,0,0.0,2.09,2.09
어린이대공원역,발달상권,일식음식점,15,1,0,0,0.0,4.49,4.49
언주역(차병원),발달상권,일식음식점,12,0,0,0,0.0,3.99,3.99
여의도역(여의도),발달상권,일식음식점,108,0,2,2,1.0,6.14,5.14
역삼역,발달상권,일식음식점,63,0,3,5,3.0,5.58,2.58
연남동(홍대),발달상권,일식음식점,98,1,4,4,7.0,6.07,-0.93
연신내역,발달상권,일식음식점,4,0,1,25,0.0,2.84,2.84
연희동,발달상권,일식음식점,8,0,0,0,0.0,3.63,3.63
영동대교남단교차로,발달상권,일식음식점,4,0,0,0,0.0,3.02,3.02
영등포구청역,발달상권,일식음식점,16,0,2,13,0.0,4.17,4.17
영등포역(영등포),발달상권,일식음식점,35,0,1,3,0.0,5.02,5.02
영등포청과시장교차로,발달상권,일식음식점,1,0,0,0,0.0,2.09,2.09
영중로,발달상권,일식음식점,4,0,0,0,0.0,3.03,3.03
오금역,발달상권,일식음식점,10,0,0,0,11.0,3.82,-7.18
오류동역,발달상권,일식음식점,3,0,0,0,0.0,2.81,2.81
오목교역,발달상권,일식음식점,22,0,0,0,0.0,4.58,4.58
올림픽대교북단,발달상권,일식음식점,1,0,0,0,0.0,2.09,2.09
왕십리역(왕십리),발달상권,일식음식점,19,0,0,0,6.0,4.45,-1.55
용산전자상가(용산역),발달상권,일식음식점,5,0,0,0,0.0,3.24,3.24
원남동사거리,발달상권,일식음식점,1,0,0,0,0.0,2.09,2.09
월곡역,발달상권,일식음식점,6,0,0,0,0.0,3.38,3.38
월드컵경기장역(월드컵경기장),발달상권,일식음식점,5,0,0,0,0.0,3.2,3.2
은마아파트,발달상권,일식음식점,7,0,1,14,0.0,3.42,3.42
은행사거리,발달상권,일식음식점,11,1,1,9,0.0,4.23,4.23
을지로2가,발달상권,일식음식점,3,0,0,0,0.0,2.84,2.84
을지로3가역,발달상권,일식음식점,32,0,1,3,7.0,4.91,-2.09
을지로4가역,발달상권,일식음식점,2,0,0,0,0.0,2.5,2.5
을지로입구역,발달상권,일식음식점,18,0,3,17,0.0,4.26,4.26
응암역,발달상권,일식음식점,3,0,1,33,0.0,2.6,2.6
이태원(이태원역),발달상권,일식음식점,22,0,2,9,10.0,4.5,-5.5
이화사거리,발달상권,일식음식점,2,0,0,0,0.0,2.5,2.5
"이화여대(이대역, 이대)",발달상권,일식음식점,11,1,0,0,0.0,4.27,4.27
인사동,발달상권,일식음식점,9,1,0,0,0.0,4.16,4.16
잠실새내역(신천),발달상권,일식음식점,36,0,2,6,6.0,5.03,-0.97
잠실역,발달상권,일식음식점,38,0,1,3,0.0,5.09,5.09
장승배기역,발달상권,일식음식점,4,0,0,0,0.0,3.05,3.05
장안동사거리,발달상권,일식음식점,11,0,1,9,0.0,3.86,3.86
장지역(가든파이브),발달상권,일식음식점,12,0,0,0,0.0,4.0,4.0
장충동족발거리(남소영길),발달상권,일식음식점,5,0,0,0,0.0,3.21,3.21
장한평역(장한평),발달상권,일식음식점,12,0,0,0,0.0,3.99,3.99
종각역,발달상권,일식음식점,45,1,0,0,7.0,5.37,-1.63
종로3가역,발달상권,일식음식점,27,0,1,4,0.0,4.74,4.74
종로4가,발달상권,일식음식점,2,0,0,0,100.0,2.53,-97.47
종로5가역,발달상권,일식음식점,6,0,0,0,0.0,3.37,3.37
종로6가,발달상권,일식음식점,2,0,0,0,0.0,2.5,2.5
종로구청,발달상권,일식음식점,11,0,0,0,10.0,3.91,-6.09
중구청(퇴계로4가),발달상권,일식음식점,2,0,0,0,0.0,2.5,2.5
중림동,발달상권,일식음식점,3,0,0,0,0.0,2.79,2.79
중부경찰서(영화인의거리),발달상권,일식음식점,12,0,0,0,18.0,3.99,-14.01
창동역,발달상권,일식음식점,4,0,2,50,0.0,2.66,2.66
천호역,발달상권,일식음식점,18,4,0,0,0.0,5.26,5.26
청담사거리(청담동명품거리),발달상권,일식음식점,36,0,0,0,0.0,5.05,5.05
청량리역(청량리),발달상권,일식음식점,14,0,0,0,8.0,4.16,-3.84
"총신대입구역(이수, 총신대)",발달상권,일식음식점,29,0,0,0,0.0,4.85,4.85
충무로역,발달상권,일식음식점,15,0,0,0,0.0,4.2,4.2
충정로역,발달상권,일식음식점,2,0,0,0,0.0,2.5,2.5
코엑스,발달상권,일식음식점,13,0,0,0,0.0,4.08,4.08
태릉입구역,발달상권,일식음식점,7,0,0,0,14.0,3.49,-10.51
퇴계로5가,발달상권,일식음식점,1,0,0,0,0.0,2.09,2.09
포스코사거리,발달상권,일식음식점,47,0,0,0,2.0,5.33,3.33
포이사거리(삼호물산),발달상권,일식음식점,12,0,0,0,0.0,4.0,4.0
학동사거리,발달상권,일식음식점,41,1,1,2,3.0,5.25,2.25
학동역,발달상권,일식음식점,12,0,0,0,0.0,3.99,3.99
한강성심병원,발달상권,일식음식점,1,0,0,0,0.0,2.09,2.09
한남오거리,발달상권,일식음식점,21,1,0,0,0.0,4.73,4.73
한성대입구역,발달상권,일식음식점,3,0,0,0,0.0,2.81,2.81
한티역,발달상권,일식음식점,17,1,1,6,0.0,4.52,4.52
합정역,발달상권,일식음식점,32,1,2,6,7.0,5.02,-1.98
홍대입구역(홍대),발달상권,일식음식점,106,1,3,3,3.0,6.15,3.15
홍제역,발달상권,일식음식점,2,0,0,0,0.0,2.5,2.5
화곡역,발달상권,일식음식점,8,1,0,0,33.0,4.14,-28.86
회기역,발달상권,일식음식점,3,0,0,0,0.0,2.79,2.79
회현역,발달상권,일식음식점,3,0,0,0,0.0,2.79,2.79
휘문고교사거리,발달상권,일식음식점,2,0,0,0,0.0,2.5,2.5
63빌딩,발달상권,제과점,3,0,0,0,0.0,2.48,2.48
DMC(디지털미디어시티),발달상권,제과점,15,1,0,0,0.0,4.2,4.2
가락시장,발달상권,제과점,2,0,0,0,0.0,2.26,2.26
가락시장역,발달상권,제과점,7,0,0,0,0.0,3.21,3.21
가로수길,발달상권,제과점,22,0,0,0,4.0,4.27,0.27
가산디지털단지,발달상권,제과점,33,1,1,3,6.0,4.78,-1.22
"강남구청(청담역_8번, 강남세무서)",발달상권,제과점,9,0,0,0,0.0,3.43,3.43
강남구청역,발달상권,제과점,13,0,0,0,8.0,3.78,-4.22
강남역,발달상권,제과점,35,2,2,6,19.0,4.94,-14.06
강남을지병원,발달상권,제과점,9,0,0,0,0.0,3.43,3.43
강동구청역,발달상권,제과점,11,0,0,0,0.0,3.62,3.62
강변역(테크노마트),발달상권,제과점,10,0,0,0,0.0,3.55,3.55
강서구청,발달상권,제과점,5,0,0,0,0.0,2.92,2.92
강서농산물도매시장,발달상권,제과점,2,0,0,0,0.0,2.19,2.19
개나리아파트,발달상권,제과점,5,0,0,0,0.0,2.92,2.92
개롱역,발달상권,제과점,2,0,0,0,0.0,2.22,2.22
개봉동 현대아파트,발달상권,제과점,10,0,0,0,0.0,3.52,3.52
거여역,발달상권,제과점,4,0,0,0,33.0,2.76,-30.24
건대입구역(건대),발달상권,제과점,19,1,0,0,0.0,4.33,4.33
경기고교사거리(경기고교앞사거리),발달상권,제과점,1,0,0,0,0.0,1.78,1.78
경복아파트교차로,발달상권,제과점,3,0,0,0,0.0,2.5,2.5
경찰병원역,발달상권,제과점,7,0,0,0,14.0,3.21,-10.79
경찰청앞교차로,발달상권,제과점,2,0,0,0,0.0,2.22,2.22
경희대학교(경희대),발달상권,제과점,10,0,0,0,0.0,3.51,3.51
고덕역,발달상권,제과점,11,0,0,0,9.0,3.63,-5.37
고속터미널(고속터미널역),발달상권,제과점,39,0,0,0,0.0,4.85,4.85
공덕역(공덕오거리),발달상권,제과점,15,0,0,0,7.0,3.93,-3.07
공릉역,발달상권,제과점,5,0,0,0,0.0,2.91,2.91
광화문역,발달상권,제과점,26,2,1,4,8.0,4.73,-3.27
교대역(법원.검찰청),발달상권,제과점,25,2,3,12,13.0,4.64,-8.36
교대입구교차로,발달상권,제과점,5,1,0,0,0.0,3.74,3.74
교육개발원입구사거리,발달상권,제과점,7,0,0,0,17.0,3.19,-13.81
구로구청,발달상권,제과점,3,0,0,0,0.0,2.53,2.53
구로디지털단지,발달상권,제과점,10,0,1,10,0.0,3.5,3.5
구로디지털단지역,발달상권,제과점,6,0,0,0,0.0,3.07,3.07
구로역,발달상권,제과점,14,0,1,7,0.0,3.8,3.8
구로전화국,발달상권,제과점,8,0,0,0,0.0,3.32,3.32
구산역,발달상권,제과점,3,0,0,0,0.0,2.55,2.55
구삼강변맛길,발달상권,제과점,2,0,0,0,0.0,2.19,2.19
구역삼세무서,발달상권,제과점,4,0,0,0,0.0,2.71,2.71
구의역,발달상권,제과점,5,0,0,0,0.0,2.92,2.92
구파발역,발달상권,제과점,13,1,0,0,0.0,4.1,4.1
국회의사당역(국회의사당),발달상권,제과점,10,0,0,0,9.0,3.53,-5.47
군자역,발달상권,제과점,19,1,0,0,0.0,4.33,4.33
굽은다리역,발달상권,제과점,6,0,0,0,0.0,3.09,3.09
금호역,발달상권,제과점,4,0,0,0,0.0,2.72,2.72
길동역,발달상권,제과점,10,0,0,0,0.0,3.53,3.53
김포공항역(김포공항),발달상권,제과점,19,0,1,5,17.0,4.12,-12.88
까치산역,발달상권,제과점,3,0,0,0,0.0,2.53,2.53
남부터미널역,발달상권,제과점,11,1,1,9,0.0,3.93,3.93
남영동 먹자골목,발달상권,제과점,5,0,0,0,0.0,2.89,2.89
내방역,발달상권,제과점,18,0,2,11,0.0,3.99,3.99
노량진역(노량진),발달상권,제과점,9,0,0,0,0.0,3.43,3.43
노원역,발달상권,제과점,37,2,3,8,9.0,4.93,-4.07
녹두거리(대학동),발달상권,제과점,10,0,0,0,25.0,3.52,-21.48
논현역,발달상권,제과점,9,0,0,0,0.0,3.43,3.43
논현역 4번,발달상권,제과점,2,0,0,0,0.0,2.19,2.19
당산2동(영등포우체국),발달상권,제과점,7,0,0,0,0.0,3.2,3.2
당산역,발달상권,제과점,4,0,1,25,0.0,2.53,2.53
대림3동사거리,발달상권,제과점,6,0,0,0,0.0,3.09,3.09
대림역,발달상권,제과점,3,0,1,33,50.0,2.29,-47.71
대치사거리,발달상권,제과점,1,0,0,0,0.0,1.78,1.78
대치역,발달상권,제과점,6,0,0,0,40.0,3.06,-36.94
대학로(혜화역),발달상권,제과점,25,0,0,0,4.0,4.4,0.4
도곡1동,발달상권,제과점,6,0,0,0,0.0,3.06,3.06
도산공원교차로,발달상권,제과점,6,0,0,0,17.0,3.06,-13.94
도성초등학교,발달상권,제과점,6,0,2,33,0.0,2.82,2.82
독산동,발달상권,제과점,7,0,0,0,0.0,3.23,3.23
동대문역,발달상권,제과점,1,0,0,0,0.0,1.78,1.78
동대문역사문화공원역,발달상권,제과점,9,0,0,0,0.0,3.43,3.43
동묘앞역(동묘),발달상권,제과점,3,0,0,0,0.0,2.5,2.5
둔촌역,발달상권,제과점,12,0,1,8,0.0,3.63,3.63
등나무근린공원,발달상권,제과점,6,0,0,0,0.0,3.09,3.09
등촌역,발달상권,제과점,8,0,0,0,0.0,3.34,3.34
뚝섬역,발달상권,제과점,23,0,1,4,4.0,4.27,0.27
롯데백화점(시청광장 지하쇼핑센터),발달상권,제과점,16,0,0,0,0.0,3.95,3.95
르네상스호텔사거리,발달상권,제과점,2,0,0,0,0.0,2.22,2.22
마곡역(마곡),발달상권,제과점,38,1,0,0,11.0,4.93,-6.07
마들역,발달상권,제과점,7,1,0,0,0.0,3.78,3.78
마포역,발달상권,제과점,4,0,1,25,0.0,2.56,2.56
망원역,발달상권,제과점,6,0,0,0,0.0,3.07,3.07
매봉역,발달상권,제과점,7,0,0,0,0.0,3.19,3.19
명동(명동거리),발달상권,제과점,22,1,1,5,0.0,4.43,4.43
명동역(명동재미로),발달상권,제과점,7,0,1,14,0.0,3.13,3.13
명일역,발달상권,제과점,18,1,2,11,0.0,4.25,4.25
목동사거리,발달상권,제과점,6,0,0,0,0.0,3.05,3.05
목동신시가지,발달상권,제과점,28,1,2,7,4.0,4.62,0.62
목동역 8번출구,발달상권,제과점,6,0,1,17,0.0,2.96,2.96
몽촌토성역,발달상권,제과점,5,0,0,0,0.0,2.92,2.92
문래역(문래로데오거리),발달상권,제과점,1,0,0,0,0.0,1.84,1.84
문정역,발달상권,제과점,24,0,0,0,5.0,4.35,-0.65
미아사거리,발달상권,제과점,3,0,0,0,0.0,2.5,2.5
미아사거리역,발달상권,제과점,9,0,0,0,0.0,3.43,3.43
미아역,발달상권,제과점,9,0,1,11,0.0,3.36,3.36
발산역(마곡),발달상권,제과점,40,0,0,0,10.0,4.86,-5.14
방배동가구거리(사당동가구거리),발달상권,제과점,1,0,0,0,0.0,1.78,1.78
방배동카페골목,발달상권,제과점,5,1,0,0,0.0,3.73,3.73
방배역,발달상권,제과점,18,1,0,0,0.0,4.33,4.33
방이동먹자골목,발달상권,제과점,2,0,0,0,50.0,2.19,-47.81
방이역,발달상권,제과점,2,0,0,0,0.0,2.26,2.26
뱅뱅사거리,발달상권,제과점,19,0,1,5,11.0,4.1,-6.9
보라매공원,발달상권,제과점,11,0,0,0,10.0,3.61,-6.39
보라매역,발달상권,제과점,3,0,0,0,0.0,2.55,2.55
본서부병원,발달상권,제과점,4,0,1,25,0.0,2.54,2.54
봉은사역,발달상권,제과점,3,0,0,0,50.0,2.53,-47.47
북창동(시청역_6번),발달상권,제과점,5,0,0,0,0.0,2.91,2.91
북촌(안국역),발달상권,제과점,22,0,0,0,5.0,4.26,-0.74
불광역,발달상권,제과점,2,0,0,0,0.0,2.22,2.22
사가정역,발달상권,제과점,7,0,0,0,0.0,3.24,3.24
사당역 11번(사당역먹자골목),발달상권,제과점,3,0,1,33,0.0,2.24,2.24
사당역(사당),발달상권,제과점,23,0,1,4,0.0,4.28,4.28
삼각지역,발달상권,제과점,14,0,0,0,0.0,3.83,3.83
삼성역,발달상권,제과점,26,1,0,0,8.0,4.6,-3.4
삼성중앙역,발달상권,제과점,7,0,0,0,0.0,3.19,3.19
삼청동,발달상권,제과점,10,0,0,0,0.0,3.51,3.51
삼호가든사거리,발달상권,제과점,3,0,0,0,0.0,2.53,2.53
상계백병원,발달상권,제과점,1,0,0,0,0.0,1.84,1.84
상봉역,발달상권,제과점,7,0,0,0,0.0,3.22,3.22
상수역(홍대),발달상권,제과점,16,0,0,0,0.0,3.95,3.95
서교동(홍대),발달상권,제과점,8,0,0,0,0.0,3.31,3.31
서대문역,발달상권,제과점,7,0,0,0,0.0,3.25,3.25
서래마을카페거리(서래마을),발달상권,제과점,15,1,0,0,7.0,4.18,-2.82
서울남부지방법원,발달상권,제과점,4,0,0,0,33.0,2.71,-30.29
서울대입구역,발달상권,제과점,12,1,0,0,0.0,4.03,4.03
서울세관,발달상권,제과점,4,1,0,0,0.0,3.77,3.77
서울숲역,발달상권,제과점,6,0,0,0,20.0,3.05,-16.95
서울시청,발달상권,제과점,5,0,0,0,20.0,2.91,-17.09
서울시흥동우체국(홈플러스시흥점),발달상권,제과점,4,1,0,0,0.0,3.75,3.75
서울역,발달상권,제과점,33,0,0,0,21.0,4.68,-16.32
서초3동사거리,발달상권,제과점,6,0,0,0,0.0,3.05,3.05
서초역,발달상권,제과점,9,0,0,0,0.0,3.43,3.43
서촌(경복궁역),발달상권,제과점,22,2,0,0,5.0,4.62,-0.38
석촌고분역,발달상권,제과점,8,0,1,13,0.0,3.24,3.24
석촌역(석촌호수),발달상권,제과점,15,2,0,0,7.0,4.43,-2.57
선릉역,발달상권,제과점,21,2,0,0,22.0,4.64,-17.36
선정릉역,발달상권,제과점,9,0,0,0,0.0,3.43,3.43
성북구청,발달상권,제과점,2,0,0,0,0.0,2.22,2.22
성수대교남단,발달상권,제과점,10,0,0,0,0.0,3.51,3.51
성수역,발달상권,제과점,15,0,0,0,0.0,3.91,3.91
성신여대,발달상권,제과점,19,0,0,0,12.0,4.13,-7.87
송정역,발달상권,제과점,1,0,0,0,0.0,1.84,1.84
송파나루역,발달상권,제과점,3,0,0,0,0.0,2.5,2.5
송파사거리(송파역),발달상권,제과점,8,0,0,0,0.0,3.32,3.32
수서역,발달상권,제과점,5,0,0,0,0.0,2.92,2.92
수유역,발달상권,제과점,17,0,0,0,6.0,4.05,-1.95
"숙대입구역(남영역, 남영동)",발달상권,제과점,4,0,1,25,0.0,2.53,2.53
시청역_1번,발달상권,제과점,5,0,0,0,0.0,2.92,2.92
시청역_8번,발달상권,제과점,5,0,0,0,0.0,2.91,2.91
신논현역,발달상권,제과점,17,1,0,0,6.0,4.27,-1.73
신논현역 1번,발달상권,제과점,3,0,0,0,0.0,2.48,2.48
신당역,발달상권,제과점,6,0,0,0,0.0,3.08,3.08
신대방삼거리역,발달상권,제과점,5,0,1,20,0.0,2.78,2.78
신도림역,발달상권,제과점,20,1,0,0,5.0,4.4,-0.6
신림역(신림),발달상권,제과점,14,0,0,0,0.0,3.85,3.85
신사역,발달상권,제과점,7,0,0,0,33.0,3.2,-29.8
신설동역,발달상권,제과점,7,0,1,14,0.0,3.11,3.11
신용산역(용산역),발달상권,제과점,54,1,1,2,4.0,5.23,1.23
신정네거리역,발달상권,제과점,7,0,0,0,0.0,3.18,3.18
"신촌역(신촌역, 신촌로터리)",발달상권,제과점,17,0,0,0,6.0,4.02,-1.98
아차산역,발달상권,제과점,9,0,0,0,0.0,3.43,3.43
안암역,발달상권,제과점,7,0,0,0,0.0,3.22,3.22
암사역,발달상권,제과점,5,0,0,0,0.0,2.92,2.92
압구정로데오역(압구정로데오),발달상권,제과점,26,0,0,0,0.0,4.42,4.42
압구정역,발달상권,제과점,32,1,1,3,0.0,4.74,4.74
약수역,발달상권,제과점,12,0,1,8,0.0,3.65,3.65
"양재시민의숲역(양재동꽃시장, aT센터)",발달상권,제과점,7,0,0,0,0.0,3.2,3.2
양재역,발달상권,제과점,18,0,0,0,27.0,4.09,-22.91
양재천카페거리,발달상권,제과점,8,0,0,0,0.0,3.3,3.3
양재화물트럭터미널앞,발달상권,제과점,2,0,0,0,50.0,2.22,-47.78
어린이대공원역,발달상권,제과점,7,0,0,0,0.0,3.23,3.23
언주역(차병원),발달상권,제과점,7,0,0,0,0.0,3.21,3.21
여의도역(여의도),발달상권,제과점,49,0,2,4,9.0,5.04,-3.96
역삼역,발달상권,제과점,34,1,1,3,3.0,4.81,1.81
연남동(홍대),발달상권,제과점,79,3,1,1,3.0,5.68,2.68
연신내역,발달상권,제과점,9,1,0,0,13.0,3.86,-9.14
연희동,발달상권,제과점,18,0,0,0,0.0,4.07,4.07
영동대교남단교차로,발달상권,제과점,3,0,0,0,0.0,2.48,2.48
영등포구청역,발달상권,제과점,12,1,0,0,0.0,4.02,4.02
영등포역(영등포),발달상권,제과점,19,1,0,0,0.0,4.34,4.34
영등포청과시장교차로,발달상권,제과점,3,0,0,0,0.0,2.53,2.53
영중로,발달상권,제과점,2,0,0,0,0.0,2.22,2.22
오금역,발달상권,제과점,6,0,0,0,0.0,3.08,3.08
오류동역,발달상권,제과점,2,0,0,0,0.0,2.19,2.19
오목교역,발달상권,제과점,19,1,0,0,11.0,4.32,-6.68
올림픽대교북단,발달상권,제과점,3,0,0,0,0.0,2.53,2.53
왕십리역(왕십리),발달상권,제과점,21,1,0,0,0.0,4.46,4.46
용산전자상가(용산역),발달상권,제과점,1,0,1,100,0.0,1.13,1.13
원남동사거리,발달상권,제과점,1,0,0,0,0.0,1.78,1.78
월곡역,발달상권,제과점,10,0,0,0,0.0,3.54,3.54
월드컵경기장역(월드컵경기장),발달상권,제과점,1,0,0,0,0.0,1.84,1.84
은마아파트,발달상권,제과점,11,0,2,18,0.0,3.49,3.49
은행사거리,발달상권,제과점,15,1,1,7,7.0,4.15,-2.85
을지로2가,발달상권,제과점,4,0,0,0,0.0,2.74,2.74
을지로3가역,발달상권,제과점,15,0,0,0,0.0,3.91,3.91
을지로4가역,발달상권,제과점,1,0,2,100,0.0,1.06,1.06
을지로입구역,발달상권,제과점,14,0,0,0,15.0,3.85,-11.15
응암역,발달상권,제과점,6,0,0,0,0.0,3.08,3.08
이태원(이태원역),발달상권,제과점,26,1,0,0,12.0,4.59,-7.41
이화사거리,발달상권,제과점,5,0,0,0,25.0,2.89,-22.11
"이화여대(이대역, 이대)",발달상권,제과점,13,0,0,0,0.0,3.77,3.77
인사동,발달상권,제과점,13,0,1,8,0.0,3.69,3.69
잠실새내역(신천),발달상권,제과점,28,0,0,0,8.0,4.51,-3.49
잠실역,발달상권,제과점,40,2,1,3,2.0,5.04,3.04
장승배기역,발달상권,제과점,5,2,0,0,0.0,4.54,4.54
장안동사거리,발달상권,제과점,8,1,0,0,0.0,3.86,3.86
장지역(가든파이브),발달상권,제과점,9,0,0,0,13.0,3.43,-9.57
장충동족발거리(남소영길),발달상권,제과점,4,0,0,0,0.0,2.71,2.71
장한평역(장한평),발달상권,제과점,7,0,0,0,40.0,3.21,-36.79
종각역,발달상권,제과점,22,3,2,9,0.0,4.77,4.77
종로3가역,발달상권,제과점,19,1,0,0,0.0,4.32,4.32
종로5가역,발달상권,제과점,2,0,0,0,0.0,2.19,2.19
종로6가,발달상권,제과점,1,0,0,0,0.0,1.78,1.78
종로구청,발달상권,제과점,3,0,1,33,0.0,2.27,2.27
중구청(퇴계로4가),발달상권,제과점,1,0,0,0,0.0,1.78,1.78
중림동,발달상권,제과점,5,0,0,0,0.0,2.89,2.89
중부경찰서(영화인의거리),발달상권,제과점,6,0,0,0,0.0,3.06,3.06
창동역,발달상권,제과점,5,0,0,0,0.0,2.93,2.93
천호역,발달상권,제과점,31,1,0,0,3.0,4.73,1.73
청담사거리(청담동명품거리),발달상권,제과점,12,0,0,0,0.0,3.69,3.69
청량리역(청량리),발달상권,제과점,18,0,1,6,6.0,4.05,-1.95
"총신대입구역(이수, 총신대)",발달상권,제과점,20,2,0,0,0.0,4.59,4.59
충무로역,발달상권,제과점,10,0,0,0,10.0,3.54,-6.46
충정로역,발달상권,제과점,1,0,0,0,0.0,1.84,1.84
코엑스,발달상권,제과점,8,0,0,0,0.0,3.32,3.32
태릉입구역,발달상권,제과점,3,0,0,0,0.0,2.48,2.48
포스코사거리,발달상권,제과점,5,0,0,0,0.0,2.93,2.93
포이사거리(삼호물산),발달상권,제과점,12,0,0,0,0.0,3.69,3.69
학동사거리,발달상권,제과점,17,0,0,0,0.0,4.02,4.02
학동역,발달상권,제과점,10,1,0,0,0.0,3.95,3.95
한강성심병원,발달상권,제과점,1,0,0,0,0.0,1.78,1.78
한남오거리,발달상권,제과점,10,0,0,0,10.0,3.54,-6.46
한성대입구역,발달상권,제과점,5,0,0,0,0.0,2.91,2.91
한티역,발달상권,제과점,17,1,0,0,6.0,4.27,-1.73
합정역,발달상권,제과점,22,3,3,14,0.0,4.74,4.74
홍대입구역(홍대),발달상권,제과점,37,1,3,8,3.0,4.84,1.84
홍제역,발달상권,제과점,11,1,0,0,0.0,3.98,3.98
화곡역,발달상권,제과점,11,1,2,18,0.0,3.87,3.87
회기역,발달상권,제과점,6,0,0,0,0.0,3.07,3.07
회현역,발달상권,제과점,3,0,0,0,0.0,2.48,2.48
휘문고교사거리,발달상권,제과점,1,0,0,0,0.0,1.84,1.84
63빌딩,발달상권,중식음식점,2,0,0,0,0.0,2.5,2.5
DMC(디지털미디어시티),발달상권,중식음식점,24,3,3,13,4.0,5.06,1.06
가락시장,발달상권,중식음식점,2,0,0,0,0.0,2.47,2.47
가락시장역,발달상권,중식음식점,8,1,2,25,0.0,3.94,3.94
가로수길,발달상권,중식음식점,10,0,1,10,0.0,3.72,3.72
가산디지털단지,발달상권,중식음식점,80,3,4,5,3.0,5.96,2.96
"강남구청(청담역_8번, 강남세무서)",발달상권,중식음식점,4,1,0,0,0.0,4.0,4.0
강남구청역,발달상권,중식음식점,9,0,0,0,13.0,3.7,-9.3
강남역,발달상권,중식음식점,54,2,3,6,2.0,5.55,3.55
강남을지병원,발달상권,중식음식점,8,0,0,0,0.0,3.59,3.59
강동구청역,발달상권,중식음식점,7,0,0,0,0.0,3.46,3.46
강변역(테크노마트),발달상권,중식음식점,4,0,0,0,0.0,2.98,2.98
강서구청,발달상권,중식음식점,8,0,2,25,0.0,3.43,3.43
개나리아파트,발달상권,중식음식점,3,0,0,0,0.0,2.76,2.76
개롱역,발달상권,중식음식점,10,0,0,0,10.0,3.81,-6.19
개봉동 현대아파트,발달상권,중식음식점,4,0,0,0,0.0,2.98,2.98
거여역,발달상권,중식음식점,4,0,0,0,0.0,3.0,3.0
건대입구역(건대),발달상권,중식음식점,54,2,2,4,6.0,5.56,-0.44
경기고교사거리(경기고교앞사거리),발달상권,중식음식점,2,0,0,0,0.0,2.47,2.47
경복아파트교차로,발달상권,중식음식점,1,0,0,0,0.0,2.05,2.05
경찰병원역,발달상권,중식음식점,8,0,0,0,0.0,3.59,3.59
경희대학교(경희대),발달상권,중식음식점,38,4,2,5,8.0,5.49,-2.51
고덕역,발달상권,중식음식점,7,0,0,0,0.0,3.48,3.48
고속터미널(고속터미널역),발달상권,중식음식점,19,0,0,0,0.0,4.42,4.42
공덕역(공덕오거리),발달상권,중식음식점,4,0,1,25,0.0,2.81,2.81
공릉역,발달상권,중식음식점,7,0,0,0,0.0,3.5,3.5
광화문역,발달상권,중식음식점,27,1,0,0,0.0,4.91,4.91
교대역(법원.검찰청),발달상권,중식음식점,30,0,1,3,7.0,4.83,-2.17
교대입구교차로,발달상권,중식음식점,11,1,2,18,20.0,4.11,-15.89
교육개발원입구사거리,발달상권,중식음식점,3,1,0,0,0.0,4.12,4.12
구로구청,발달상권,중식음식점,6,0,0,0,17.0,3.33,-13.67
구로디지털단지,발달상권,중식음식점,32,0,1,3,7.0,4.89,-2.11
구로디지털단지역,발달상권,중식음식점,16,0,0,0,6.0,4.24,-1.76
구로역,발달상권,중식음식점,10,0,0,0,0.0,3.79,3.79
구로전화국,발달상권,중식음식점,8,0,0,0,0.0,3.59,3.59
구삼강변맛길,발달상권,중식음식점,4,2,2,50,0.0,4.65,4.65
구역삼세무서,발달상권,중식음식점,10,0,0,0,11.0,3.79,-7.21
구의사거리,발달상권,중식음식점,2,0,0,0,0.0,2.5,2.5
구의역,발달상권,중식음식점,15,1,0,0,0.0,4.46,4.46
구파발역,발달상권,중식음식점,9,0,0,0,0.0,3.71,3.71
